id,host_id,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
3329,95702,Manhattan,Private room,94,1,6,0.93,1,36
3330,86697,Queens,Entire home/apt,365,3,6,1.95,1,148
3331,87752,Queens,Private room,80,30,16,1.07,1,205
3332,68038,Queens,Entire home/apt,133,1,7,2.82,1,136
3333,10995,Manhattan,Private room,98,2,20,0.75,1,24
3334,12453,Manhattan,Private room,301,3,3,0.49,1,276
3335,45903,Bronx,Entire home/apt,138,2,10,2.62,1,173
3336,21605,Queens,Private room,99,1,15,1.06,1,225
3337,93777,Staten Island,Entire home/apt,87,3,1,6.4,1,25
3338,47307,Queens,Entire home/apt,208,1,16,2.42,1,253
3339,33741,Queens,Private room,115,14,9,4.14,1,117
3340,15939,Queens,Entire home/apt,91,2,5,4.41,1,323
3341,47607,Bronx,Entire home/apt,48,14,17,1.15,1,152
3342,45389,Brooklyn,Entire home/apt,253,7,3,1.65,1,159
3343,76251,Queens,Entire home/apt,55,1,10,2.14,1,61
3344,84638,Manhattan,Private room,171,2,10,0.88,1,28
3345,24119,Brooklyn,Entire home/apt,144,7,2,1.01,1,97
3346,45846,Queens,Shared room,72,2,17,1.7,1,18
3347,25077,Manhattan,Shared room,67,1,3,4.29,1,177
3348,24628,Manhattan,Entire home/apt,544,3,17,1.73,1,325
3349,22269,Brooklyn,Entire home/apt,139,5,2,2.15,1,147
3350,44773,Manhattan,Private room,273,3,9,2.78,1,96
3351,74096,Manhattan,Entire home/apt,919,2,8,4.19,1,341
3352,76332,Brooklyn,Entire home/apt,102,1,16,2.9,1,289
3353,86138,Staten Island,Entire home/apt,135,14,18,1.34,1,338
3354,21076,Brooklyn,Private room,443,1,4,1.29,1,119
3355,77310,Manhattan,Private room,163,5,26,0.16,1,232
3356,96664,Manhattan,Entire home/apt,306,2,11,0.84,1,168
3357,15252,Queens,Entire home/apt,202,2,1,2.58,1,292
3358,87474,Brooklyn,Private room,100,2,35,0.75,1,67
3359,78476,Bronx,Private room,22,1,8,0.82,17,196
3360,71524,Queens,Private room,130,1,28,3.46,1,191
3361,40954,Queens,Private room,23,14,13,0.68,1,331
3362,56491,Manhattan,Entire home/apt,235,1,12,0.83,1,96
3363,28988,Queens,Private room,135,3,16,0.84,1,50
3364,21521,Manhattan,Entire home/apt,243,30,24,0.55,1,58
3365,17279,Staten Island,Entire home/apt,79,1,17,0.9,1,126
3366,92693,Queens,Private room,113,1,22,0.18,1,171
3367,61386,Brooklyn,Entire home/apt,115,14,1,11.08,1,92
3368,66845,Manhattan,Shared room,43,5,11,1.29,1,92
3369,46425,Manhattan,Entire home/apt,344,2,10,1.71,1,172
3370,20470,Queens,Private room,63,2,12,0.29,1,179
3371,21136,Manhattan,Private room,79,30,4,0.79,1,16
3372,84038,Queens,Entire home/apt,186,1,15,1.67,1,34
3373,71214,Manhattan,Private room,203,1,2,0.53,1,12
3374,94538,Queens,Entire home/apt,108,1,22,3.18,1,45
3375,21015,Bronx,Private room,47,1,12,1.84,1,3
3376,91857,Queens,Entire home/apt,170,2,7,1.18,1,316
3377,89970,Queens,Private room,134,2,3,1.55,1,192
3378,59931,Manhattan,Entire home/apt,253,14,11,1.01,1,42
3379,66162,Manhattan,Entire home/apt,424,2,5,0.33,1,282
3380,97519,Queens,Entire home/apt,179,14,0,0.0,1,219
3381,18272,Brooklyn,Entire home/apt,298,7,20,0.53,1,88
3382,50573,Brooklyn,Private room,100,5,0,0.0,1,278
3383,77730,Manhattan,Private room,95,1,14,3.8,1,306
3384,73331,Manhattan,Private room,122,2,10,1.44,1,341
3385,67784,Manhattan,Entire home/apt,357,1,27,1.78,1,337
3386,79828,Bronx,Entire home/apt,283,2,2,0.67,1,183
3387,75210,Manhattan,Entire home/apt,227,7,7,0.49,1,307
3388,45585,Brooklyn,Private room,152,5,8,3.6,1,53
3389,83535,Manhattan,Shared room,70,7,9,3.25,1,143
3390,53153,Queens,Entire home/apt,139,1,5,4.39,1,223
3391,93758,Brooklyn,Entire home/apt,423,1,5,9.26,1,322
3392,79232,Bronx,Entire home/apt,158,3,9,1.06,1,256
3393,86164,Bronx,Private room,28,3,3,2.15,1,97
3394,24610,Brooklyn,Private room,71,1,10,4.05,1,359
3395,67732,Staten Island,Private room,122,5,11,7.95,1,299
3396,85083,Staten Island,Entire home/apt,125,2,4,4.02,1,35
3397,88811,Bronx,Private room,29,7,22,0.79,1,8
3398,25791,Bronx,Private room,35,2,3,6.29,1,134
3399,64242,Manhattan,Entire home/apt,436,1,16,3.32,1,30
3400,97830,Brooklyn,Private room,169,1,7,2.05,1,309
3401,46406,Manhattan,Entire home/apt,299,7,4,1.11,1,195
3402,18662,Manhattan,Entire home/apt,1155,7,2,5.74,1,325
3403,30704,Staten Island,Private room,96,2,11,15.45,1,202
3404,18249,Brooklyn,Entire home/apt,161,1,19,1.45,1,103
3405,76764,Queens,Private room,45,1,12,1.9,1,204
3406,41073,Bronx,Private room,32,2,8,2.5,24,328
3407,86794,Bronx,Entire home/apt,125,1,11,0.7,1,50
3408,12558,Staten Island,Private room,47,1,27,1.68,1,145
3409,36269,Manhattan,Entire home/apt,743,14,14,2.75,1,25
3410,97100,Manhattan,Entire home/apt,663,5,26,7.81,1,214
3411,46151,Brooklyn,Entire home/apt,261,7,6,1.43,1,50
3412,13938,Manhattan,Entire home/apt,155,2,17,2.44,1,189
3413,67732,Manhattan,Entire home/apt,205,2,6,0.97,1,137
3414,49043,Brooklyn,Entire home/apt,367,1,11,3.38,1,39
3415,51668,Queens,Entire home/apt,96,3,32,1.48,1,210
3416,40758,Brooklyn,Entire home/apt,341,5,1,3.5,1,327
3417,79326,Brooklyn,Private room,127,1,1,0.95,1,270
3418,25944,Queens,Entire home/apt,135,2,0,0.0,1,323
3419,56829,Manhattan,Private room,107,14,18,0.89,1,354
3420,27479,Manhattan,Private room,149,7,14,5.66,1,164
3421,36859,Queens,Private room,77,5,2,1.44,1,203
3422,61657,Queens,Entire home/apt,232,1,9,1.51,1,286
3423,99877,Queens,Shared room,23,1,9,2.1,1,335
3424,20839,Manhattan,Private room,136,1,2,1.75,1,340
3425,27480,Bronx,Private room,57,1,8,2.46,1,182
3426,22278,Queens,Entire home/apt,189,1,9,1.86,1,124
3427,84159,Brooklyn,Entire home/apt,112,1,8,21.22,1,339
3428,24288,Queens,Private room,34,2,3,4.88,1,315
3429,40339,Bronx,Entire home/apt,151,1,18,3.45,1,121
3430,65864,Queens,Entire home/apt,57,2,17,3.17,1,177
3431,51278,Queens,Entire home/apt,266,2,14,2.32,1,299
3432,45836,Staten Island,Private room,56,1,3,1.3,1,324
3433,25261,Queens,Shared room,16,3,13,2.89,1,135
3434,22640,Brooklyn,Entire home/apt,141,1,14,0.6,1,263
3435,95338,Queens,Private room,86,3,18,0.65,1,32
3436,94227,Brooklyn,Entire home/apt,137,30,5,1.27,1,29
3437,76594,Manhattan,Entire home/apt,299,1,5,2.25,1,91
3438,71216,Queens,Private room,105,1,4,0.93,1,242
3439,49543,Staten Island,Private room,55,1,7,2.48,1,209
3440,79233,Staten Island,Private room,37,2,4,0.54,1,121
3441,68379,Brooklyn,Entire home/apt,156,7,3,1.32,1,167
3442,57555,Brooklyn,Private room,213,14,7,0.47,1,268
3443,93297,Manhattan,Entire home/apt,748,7,10,1.93,1,170
3444,27997,Staten Island,Entire home/apt,38,3,11,6.34,1,54
3445,63761,Staten Island,Entire home/apt,210,5,3,1.75,1,86
3446,82026,Queens,Private room,80,1,22,3.92,1,118
3447,37625,Bronx,Private room,92,1,8,3.79,1,53
3448,76976,Queens,Entire home/apt,97,2,15,1.37,1,22
3449,66825,Queens,Entire home/apt,50,1,4,2.77,1,317
3450,89834,Manhattan,Private room,217,7,2,0.6,1,335
3451,69692,Brooklyn,Entire home/apt,110,1,4,1.41,1,254
3452,79303,Queens,Private room,32,1,18,1.7,1,227
3453,41131,Queens,Entire home/apt,64,1,8,0.79,1,131
3454,39537,Brooklyn,Entire home/apt,256,30,8,1.81,1,11
3455,84013,Staten Island,Shared room,35,14,0,0.0,1,13
3456,22260,Manhattan,Entire home/apt,455,14,3,3.53,1,15
3457,82353,Brooklyn,Entire home/apt,266,14,3,0.61,1,92
3458,32400,Queens,Entire home/apt,104,5,12,0.88,1,270
3459,83851,Queens,Private room,67,1,10,1.65,1,0
3460,78915,Queens,Private room,53,1,25,0.73,1,283
3461,38369,Manhattan,Entire home/apt,264,2,13,6.51,1,263
3462,62160,Manhattan,Entire home/apt,174,5,8,0.27,1,351
3463,47128,Queens,Private room,86,14,11,0.91,1,88
3464,49794,Queens,Entire home/apt,237,2,18,1.98,1,226
3465,31319,Manhattan,Private room,100,1,9,6.49,1,75
3466,11010,Queens,Entire home/apt,265,1,24,0.46,1,187
3467,96359,Brooklyn,Entire home/apt,196,1,26,0.73,1,133
3468,37440,Queens,Private room,80,1,8,1.04,1,190
3469,49538,Bronx,Entire home/apt,41,1,26,5.6,1,222
3470,83241,Manhattan,Private room,58,1,13,2.99,1,121
3471,15017,Manhattan,Entire home/apt,320,5,6,0.87,1,8
3472,35190,Queens,Entire home/apt,203,2,26,4.15,1,307
3473,41655,Queens,Shared room,26,1,20,2.11,1,309
3474,46978,Queens,Entire home/apt,329,3,12,1.83,1,211
3475,91697,Bronx,Private room,83,5,6,2.29,1,78
3476,12804,Bronx,Entire home/apt,63,3,13,0.79,14,309
3477,99965,Staten Island,Private room,62,1,38,2.17,1,127
3478,17681,Brooklyn,Private room,382,1,17,1.31,1,163
3479,21601,Brooklyn,Entire home/apt,93,1,13,14.94,1,356
3480,19691,Brooklyn,Private room,131,2,8,6.16,1,168
3481,92878,Manhattan,Private room,132,1,11,1.41,1,10
3482,16417,Brooklyn,Entire home/apt,271,5,23,2.32,1,62
3483,41913,Manhattan,Private room,316,2,2,0.73,1,38
3484,87266,Staten Island,Private room,49,7,8,2.16,1,276
3485,80943,Queens,Entire home/apt,243,2,12,0.65,1,116
3486,99533,Queens,Entire home/apt,445,30,9,1.09,1,138
3487,78990,Brooklyn,Entire home/apt,191,5,9,2.65,1,301
3488,56879,Manhattan,Entire home/apt,456,7,15,0.69,1,74
3489,53247,Manhattan,Private room,114,30,10,0.75,1,306
3490,39148,Brooklyn,Entire home/apt,186,2,35,0.84,1,108
3491,56532,Manhattan,Shared room,76,3,5,1.5,1,135
3492,18403,Queens,Entire home/apt,203,14,7,4.98,1,82
3493,31525,Bronx,Entire home/apt,202,3,27,4.21,1,217
3494,31744,Bronx,Private room,52,1,16,1.15,1,237
3495,63866,Queens,Private room,162,3,6,4.89,1,170
3496,15120,Manhattan,Private room,365,14,5,1.59,1,33
3497,88566,Bronx,Entire home/apt,166,5,8,1.87,1,46
3498,24725,Bronx,Entire home/apt,78,5,2,1.57,1,271
3499,45468,Manhattan,Entire home/apt,211,1,2,2.87,1,224
3500,50269,Queens,Shared room,24,5,17,0.82,1,162
3501,25559,Brooklyn,Entire home/apt,310,1,11,1.12,1,265
3502,21684,Bronx,Private room,28,14,8,4.03,1,227
3503,93183,Staten Island,Private room,89,14,23,1.17,1,342
3504,46060,Manhattan,Entire home/apt,163,30,2,0.97,1,310
3505,46883,Bronx,Private room,87,1,7,0.49,1,124
3506,30797,Queens,Private room,70,2,11,2.51,1,303
3507,46246,Staten Island,Private room,127,3,39,0.69,1,259
3508,46035,Brooklyn,Entire home/apt,345,3,4,6.0,1,274
3509,99624,Bronx,Entire home/apt,229,2,11,2.56,1,59
3510,40582,Manhattan,Entire home/apt,661,30,2,0.57,1,297
3511,93897,Brooklyn,Entire home/apt,199,7,1,1.92,1,269
3512,43176,Manhattan,Private room,83,3,3,0.97,1,32
3513,44116,Staten Island,Private room,34,3,28,2.83,1,53
3514,62126,Bronx,Entire home/apt,33,5,8,1.31,1,179
3515,88022,Bronx,Private room,30,3,22,10.15,1,365
3516,68472,Staten Island,Private room,64,5,2,9.8,1,135
3517,27542,Manhattan,Entire home/apt,218,7,21,1.08,1,329
3518,86769,Brooklyn,Entire home/apt,167,30,8,1.47,1,158
3519,92040,Manhattan,Private room,206,7,4,3.12,1,34
3520,63817,Manhattan,Private room,133,1,21,1.04,1,216
3521,67504,Manhattan,Private room,85,2,4,1.05,1,152
3522,39236,Brooklyn,Entire home/apt,179,3,4,0.48,1,359
3523,75912,Manhattan,Entire home/apt,181,1,7,0.54,11,365
3524,73572,Manhattan,Entire home/apt,255,2,6,3.28,1,2
3525,61894,Manhattan,Private room,329,14,42,1.81,1,270
3526,64781,Manhattan,Private room,136,1,9,0.96,1,351
3527,20673,Staten Island,Entire home/apt,305,1,32,2.94,1,20
3528,88928,Queens,Private room,153,14,21,0.33,1,57
3529,66109,Staten Island,Private room,45,1,11,1.35,1,166
3530,59232,Brooklyn,Private room,53,7,9,1.68,1,269
3531,18974,Manhattan,Shared room,81,1,25,0.64,1,291
3532,80279,Queens,Entire home/apt,247,2,7,2.7,1,45
3533,13632,Brooklyn,Private room,75,3,9,3.48,1,232
3534,82756,Brooklyn,Entire home/apt,303,3,9,1.84,1,137
3535,51508,Manhattan,Entire home/apt,575,30,16,1.01,1,151
3536,60514,Manhattan,Private room,103,1,5,0.85,1,94
3537,39083,Manhattan,Private room,108,5,9,1.63,1,358
3538,54415,Brooklyn,Entire home/apt,272,7,21,0.91,1,57
3539,54550,Queens,Private room,76,3,16,1.83,1,155
3540,79346,Manhattan,Private room,108,30,2,3.9,1,323
3541,46807,Manhattan,Private room,130,2,5,2.93,1,241
3542,54294,Bronx,Entire home/apt,100,5,3,1.34,1,18
3543,39676,Manhattan,Private room,66,3,34,2.37,1,231
3544,67402,Brooklyn,Entire home/apt,280,1,0,0.0,1,223
3545,95488,Bronx,Entire home/apt,80,3,38,2.15,1,69
3546,81362,Manhattan,Entire home/apt,64,1,9,1.94,1,329
3547,94511,Manhattan,Entire home/apt,292,2,5,9.6,1,236
3548,61119,Brooklyn,Shared room,34,7,16,2.27,1,271
3549,66394,Brooklyn,Private room,247,3,11,4.43,1,257
3550,45734,Brooklyn,Shared room,38,3,23,0.61,1,199
3551,50013,Bronx,Entire home/apt,57,3,20,3.23,1,104
3552,17222,Manhattan,Private room,208,2,21,1.29,1,166
3553,78283,Queens,Private room,48,2,7,2.36,1,324
3554,30562,Brooklyn,Private room,64,2,8,1.82,1,221
3555,34066,Manhattan,Private room,208,5,25,0.09,1,7
3556,42543,Queens,Private room,39,5,6,7.65,1,92
3557,63813,Manhattan,Private room,71,2,16,0.54,1,2
3558,42982,Brooklyn,Private room,253,1,8,0.66,1,332
3559,26082,Manhattan,Entire home/apt,407,2,5,1.23,1,282
3560,36187,Brooklyn,Private room,85,3,3,0.88,1,306
3561,31773,Brooklyn,Entire home/apt,184,2,1,0.9,1,295
3562,81331,Bronx,Entire home/apt,137,2,6,1.93,1,242
3563,58873,Manhattan,Private room,269,7,1,2.13,1,261
3564,50585,Brooklyn,Entire home/apt,121,2,5,1.32,1,102
3565,76126,Brooklyn,Private room,120,5,7,1.41,1,48
3566,23048,Queens,Entire home/apt,99,3,4,1.29,1,142
3567,51058,Brooklyn,Entire home/apt,166,5,8,1.4,1,173
3568,53056,Queens,Entire home/apt,143,7,8,3.27,1,71
3569,49467,Queens,Entire home/apt,131,1,21,7.41,1,103
3570,74383,Bronx,Private room,83,7,13,2.73,1,122
3571,80020,Brooklyn,Entire home/apt,241,5,14,12.18,1,307
3572,30464,Brooklyn,Entire home/apt,80,3,33,0.17,1,159
3573,98039,Bronx,Entire home/apt,49,2,11,1.18,1,30
3574,22781,Staten Island,Entire home/apt,94,1,20,0.81,1,165
3575,60906,Bronx,Private room,151,2,2,5.66,1,310
3576,35486,Brooklyn,Entire home/apt,115,2,2,3.03,1,226
3577,81389,Manhattan,Private room,140,7,5,1.84,1,127
3578,12230,Brooklyn,Private room,73,3,2,3.56,1,185
3579,61824,Queens,Private room,51,1,3,5.89,1,238
3580,54307,Brooklyn,Private room,108,1,11,0.82,1,41
3581,71388,Brooklyn,Entire home/apt,398,3,19,0.82,1,168
3582,28944,Bronx,Entire home/apt,134,3,12,1.36,1,249
3583,32957,Brooklyn,Private room,63,2,16,2.09,1,139
3584,86666,Bronx,Private room,251,1,6,2.82,1,251
3585,33977,Brooklyn,Private room,102,5,10,1.79,1,216
3586,22529,Brooklyn,Private room,71,1,12,1.95,1,219
3587,72405,Brooklyn,Entire home/apt,400,7,8,3.12,1,146
3588,52672,Queens,Entire home/apt,101,5,8,2.7,1,98
3589,82291,Manhattan,Private room,392,7,26,1.49,1,291
3590,98803,Manhattan,Private room,97,30,18,3.24,1,31
3591,78536,Staten Island,Entire home/apt,253,1,35,1.22,1,194
3592,58984,Manhattan,Private room,176,2,3,1.58,1,132
3593,84430,Brooklyn,Entire home/apt,374,2,16,9.56,1,315
3594,33799,Brooklyn,Entire home/apt,524,1,14,0.69,1,243
3595,87628,Brooklyn,Private room,52,2,25,2.18,1,81
3596,31306,Queens,Private room,141,2,1,1.83,1,169
3597,62059,Manhattan,Entire home/apt,136,1,16,4.22,1,306
3598,53598,Brooklyn,Entire home/apt,103,7,41,11.67,1,216
3599,25747,Brooklyn,Entire home/apt,118,1,9,4.57,1,277
3600,30698,Queens,Private room,92,5,7,2.08,1,215
3601,89520,Manhattan,Entire home/apt,301,1,5,2.49,1,34
3602,87715,Brooklyn,Private room,89,1,10,0.99,1,21
3603,52388,Manhattan,Shared room,90,30,8,2.48,1,316
3604,14327,Manhattan,Private room,218,1,14,4.33,1,202
3605,48184,Manhattan,Entire home/apt,427,5,16,6.2,1,249
3606,32089,Manhattan,Private room,287,3,11,1.17,1,124
3607,83003,Bronx,Entire home/apt,283,2,4,2.9,1,110
3608,70959,Brooklyn,Entire home/apt,182,1,12,0.64,1,210
3609,12239,Staten Island,Entire home/apt,86,1,5,1.36,1,100
3610,71798,Staten Island,Entire home/apt,161,14,17,1.32,16,338
3611,49332,Brooklyn,Private room,52,14,11,5.73,1,201
3612,48652,Manhattan,Entire home/apt,204,3,14,0.22,1,238
3613,88105,Brooklyn,Entire home/apt,319,3,24,7.0,1,320
3614,76965,Queens,Shared room,34,2,31,0.55,1,329
3615,32823,Brooklyn,Entire home/apt,95,5,11,1.44,1,291
3616,31306,Manhattan,Private room,69,7,5,7.86,1,148
3617,44865,Brooklyn,Entire home/apt,189,5,8,0.25,1,169
3618,54236,Bronx,Entire home/apt,195,2,10,0.61,1,194
3619,15704,Queens,Private room,130,3,1,3.5,1,242
3620,31476,Manhattan,Entire home/apt,315,1,19,0.41,1,305
3621,85263,Queens,Private room,210,30,4,10.73,1,277
3622,82870,Manhattan,Entire home/apt,279,14,16,1.42,1,349
3623,57887,Manhattan,Entire home/apt,274,14,19,2.01,4,252
3624,72049,Bronx,Entire home/apt,25,1,4,2.05,1,35
3625,99929,Manhattan,Entire home/apt,231,3,9,1.23,1,68
3626,63591,Manhattan,Entire home/apt,473,3,11,4.61,1,258
3627,75929,Manhattan,Private room,372,2,13,0.59,1,192
3628,37820,Bronx,Entire home/apt,66,7,23,1.12,1,80
3629,10857,Queens,Entire home/apt,169,5,37,1.66,1,309
3630,26868,Queens,Entire home/apt,233,5,11,1.1,1,179
3631,81384,Queens,Private room,70,1,26,0.38,1,21
3632,65306,Manhattan,Private room,45,30,31,2.32,1,32
3633,35334,Brooklyn,Private room,112,5,8,1.24,1,128
3634,86526,Brooklyn,Private room,149,30,12,1.04,1,131
3635,81774,Manhattan,Entire home/apt,176,1,1,9.94,1,168
3636,26024,Brooklyn,Entire home/apt,160,3,2,2.71,1,133
3637,38344,Staten Island,Private room,32,5,3,0.87,1,27
3638,91494,Manhattan,Private room,38,1,9,1.32,1,364
3639,63495,Brooklyn,Entire home/apt,324,1,11,0.81,1,234
3640,78276,Manhattan,Entire home/apt,295,5,1,0.82,1,11
3641,95185,Manhattan,Shared room,200,5,13,0.77,1,105
3642,40519,Staten Island,Private room,98,14,13,1.76,1,175
3643,19281,Brooklyn,Entire home/apt,151,5,13,0.77,1,185
3644,97770,Brooklyn,Private room,93,1,4,0.59,1,112
3645,18725,Queens,Entire home/apt,179,30,2,0.37,1,300
3646,16608,Manhattan,Entire home/apt,504,1,20,2.02,1,288
3647,22724,Brooklyn,Entire home/apt,220,5,12,2.28,1,148
3648,95176,Brooklyn,Entire home/apt,338,2,1,1.19,1,104
3649,90121,Queens,Entire home/apt,111,1,6,2.55,1,248
3650,24716,Staten Island,Private room,35,14,12,0.31,1,313
3651,95508,Queens,Entire home/apt,127,3,5,0.39,1,90
3652,60444,Brooklyn,Private room,109,1,21,1.55,1,49
3653,33440,Bronx,Entire home/apt,54,2,13,2.68,1,351
3654,77370,Manhattan,Entire home/apt,142,5,21,1.05,1,0
3655,31979,Manhattan,Private room,201,3,14,2.77,1,31
3656,37001,Manhattan,Private room,126,1,18,2.44,1,194
3657,11675,Brooklyn,Shared room,47,3,11,6.35,1,96
3658,65251,Brooklyn,Shared room,42,1,16,0.85,1,23
3659,43144,Queens,Entire home/apt,303,2,2,1.22,1,146
3660,56903,Staten Island,Entire home/apt,231,1,11,1.93,1,95
3661,18900,Brooklyn,Private room,49,2,1,2.4,1,208
3662,96794,Brooklyn,Shared room,39,7,21,0.33,1,11
3663,92314,Manhattan,Private room,251,1,5,1.62,1,161
3664,82799,Manhattan,Private room,219,1,10,1.95,1,102
3665,56373,Brooklyn,Private room,96,1,9,1.05,1,191
3666,28001,Brooklyn,Entire home/apt,98,7,3,8.06,1,65
3667,10189,Bronx,Private room,38,2,10,1.67,1,183
3668,47881,Manhattan,Private room,118,5,12,0.86,1,38
3669,17758,Manhattan,Private room,183,1,14,4.59,1,310
3670,60640,Brooklyn,Entire home/apt,470,1,27,1.37,1,56
3671,64827,Manhattan,Entire home/apt,203,3,13,1.74,1,306
3672,66828,Manhattan,Entire home/apt,168,5,18,1.62,1,63
3673,91700,Queens,Entire home/apt,124,5,10,4.64,1,351
3674,77716,Manhattan,Private room,277,3,6,1.08,1,89
3675,21229,Queens,Entire home/apt,59,5,21,0.89,1,203
3676,97677,Brooklyn,Entire home/apt,409,1,23,0.64,1,305
3677,28531,Manhattan,Entire home/apt,269,3,0,0.0,1,130
3678,69185,Brooklyn,Private room,65,2,2,1.77,1,200
3679,20730,Bronx,Private room,23,14,7,1.35,13,260
3680,98945,Brooklyn,Entire home/apt,271,3,27,1.16,1,200
3681,18145,Queens,Entire home/apt,119,2,7,0.92,1,353
3682,13619,Manhattan,Entire home/apt,325,3,3,5.54,1,25
3683,83728,Queens,Entire home/apt,80,7,8,0.7,1,312
3684,61140,Manhattan,Entire home/apt,248,1,5,0.34,1,254
3685,81799,Queens,Shared room,28,7,17,1.61,1,309
3686,43489,Brooklyn,Entire home/apt,174,1,17,7.1,1,98
3687,58412,Staten Island,Entire home/apt,80,3,22,2.79,1,67
3688,35296,Brooklyn,Private room,42,2,7,2.43,1,359
3689,62692,Manhattan,Entire home/apt,1327,2,16,3.39,1,20
3690,95027,Manhattan,Private room,74,1,4,1.0,1,83
3691,38819,Bronx,Entire home/apt,115,1,20,0.86,1,131
3692,93538,Brooklyn,Private room,37,5,28,1.63,1,95
3693,93765,Queens,Private room,23,1,7,3.48,1,154
3694,56673,Manhattan,Private room,166,3,8,1.0,9,344
3695,52380,Brooklyn,Entire home/apt,203,30,0,0.0,1,326
3696,95066,Manhattan,Entire home/apt,592,3,7,1.39,1,349
3697,46576,Staten Island,Entire home/apt,144,1,11,3.64,1,342
3698,62635,Queens,Private room,64,2,7,2.25,1,28
3699,33167,Staten Island,Private room,36,7,0,0.0,1,120
3700,18758,Manhattan,Entire home/apt,675,14,7,0.69,1,184
3701,73146,Queens,Entire home/apt,219,5,2,1.01,1,148
3702,51449,Queens,Entire home/apt,66,1,6,0.68,1,81
3703,79419,Brooklyn,Entire home/apt,188,1,1,0.55,1,282
3704,78116,Bronx,Entire home/apt,113,5,6,0.72,1,205
3705,26558,Staten Island,Entire home/apt,95,5,9,3.09,1,39
3706,83851,Bronx,Private room,84,2,3,2.18,1,233
3707,20872,Queens,Shared room,58,1,10,1.59,1,263
3708,52648,Manhattan,Shared room,75,3,22,0.76,1,124
3709,94063,Brooklyn,Entire home/apt,158,3,1,1.22,1,162
3710,15278,Staten Island,Private room,140,1,14,2.05,1,357
3711,22300,Manhattan,Private room,263,3,4,0.84,1,330
3712,44309,Queens,Entire home/apt,137,1,25,1.31,1,243
3713,36880,Queens,Private room,28,7,18,1.56,1,106
3714,66967,Queens,Entire home/apt,159,3,8,5.42,1,115
3715,84295,Staten Island,Entire home/apt,169,1,23,3.54,1,353
3716,36990,Brooklyn,Entire home/apt,40,2,7,7.4,1,86
3717,77524,Brooklyn,Entire home/apt,211,7,11,1.03,1,196
3718,79596,Manhattan,Private room,125,7,8,2.57,1,143
3719,23205,Brooklyn,Entire home/apt,163,1,13,2.08,1,269
3720,64719,Manhattan,Entire home/apt,180,1,29,3.93,1,116
3721,36308,Brooklyn,Entire home/apt,170,5,7,6.27,1,96
3722,61500,Bronx,Private room,119,1,9,0.7,1,255
3723,89168,Staten Island,Entire home/apt,90,3,17,1.04,1,1
3724,73481,Manhattan,Private room,267,3,11,0.45,1,173
3725,70510,Brooklyn,Private room,63,3,11,3.06,1,4
3726,53991,Staten Island,Entire home/apt,175,1,8,0.83,1,44
3727,55749,Manhattan,Entire home/apt,296,1,12,0.88,1,44
3728,71071,Manhattan,Private room,191,2,10,2.48,1,230
3729,68564,Manhattan,Entire home/apt,297,2,6,0.51,1,315
3730,93695,Queens,Entire home/apt,187,2,20,0.6,1,142
3731,98223,Manhattan,Private room,38,1,19,1.07,1,41
3732,85545,Staten Island,Entire home/apt,53,7,7,1.68,1,156
3733,15492,Brooklyn,Entire home/apt,231,2,21,1.25,1,92
3734,44808,Brooklyn,Entire home/apt,60,1,5,1.89,1,212
3735,46907,Manhattan,Entire home/apt,221,5,3,4.02,1,152
3736,47654,Brooklyn,Private room,95,3,8,2.59,1,338
3737,63322,Queens,Private room,44,1,20,1.0,1,189
3738,88252,Queens,Private room,48,1,7,1.01,1,140
3739,79597,Queens,Private room,81,2,6,2.52,1,189
3740,47686,Brooklyn,Entire home/apt,321,1,5,1.38,1,184
3741,27733,Staten Island,Entire home/apt,68,1,9,3.88,1,288
3742,29183,Bronx,Entire home/apt,76,30,15,1.63,21,254
3743,87036,Queens,Entire home/apt,88,1,4,0.54,1,32
3744,13647,Manhattan,Shared room,22,1,37,1.87,1,311
3745,95021,Manhattan,Private room,170,1,20,1.53,1,365
3746,54549,Manhattan,Entire home/apt,495,14,3,1.96,1,214
3747,18230,Queens,Entire home/apt,229,14,19,0.58,1,250
3748,40865,Brooklyn,Entire home/apt,114,1,7,0.56,1,59
3749,52086,Brooklyn,Entire home/apt,92,7,7,5.73,1,320
3750,81158,Bronx,Entire home/apt,105,1,1,0.88,1,151
3751,52968,Bronx,Private room,87,2,36,1.23,1,68
3752,84296,Staten Island,Private room,67,3,1,0.35,1,34
3753,80800,Brooklyn,Private room,115,2,5,1.73,1,172
3754,38896,Queens,Entire home/apt,246,1,2,0.41,1,140
3755,50024,Manhattan,Entire home/apt,197,5,12,1.53,1,159
3756,28288,Manhattan,Entire home/apt,262,3,14,1.92,1,182
3757,54580,Manhattan,Private room,386,14,19,1.07,1,361
3758,41888,Brooklyn,Private room,88,2,14,2.69,1,26
3759,27498,Brooklyn,Private room,49,2,16,1.72,1,87
3760,54813,Bronx,Entire home/apt,72,1,22,2.17,1,2
3761,68036,Manhattan,Private room,94,1,10,1.36,1,128
3762,68659,Queens,Entire home/apt,160,1,7,1.66,1,318
3763,92167,Brooklyn,Private room,60,5,17,8.88,1,92
3764,77367,Brooklyn,Entire home/apt,214,1,7,1.4,1,172
